category	key	partner	quest_id	ja	zh
心内語(先頭200)	12003_FinishingDlgs_Index7_Text	白錦	12003	（彼女は碗山に来たことを明かすなと言っていた。やはり自分で認めるべきか。）	（她让我不要透露其来过碗山的事情，还是自己认下吧。）
心内語(先頭200)	12008_RequestDlgs_Index0_Text	None	12008	（この財貨がもし天龍幇の手に渡れば、再び武林を荒らすために使われるだろう。）	（这笔财货若仍落入天龙帮手中，必会被其继续用来为祸武林。）
心内語(先頭200)	12008_RequestDlgs_Index1_Text	None	12008	（しかし、このまま続ければ、この人物が天龍幇に目をつけられるかもしれない……）	（可若继续下去，恐要连累这人被天龙帮盯上……）
心内語(先頭200)	12008_RequestDlgs_Index2_Text	None	12008	（真実を彼に伝えるべきか？）	（是否要将真相告诉他？）
心内語(先頭200)	12011_RequestDlgs_Index0_Text	None	12011	（ここには豊富な品々が隠されている。金銀財宝だけでなく、甲冑や兵器まである。何を持ち去るべきか？）	（这里所藏颇丰，除了金银珠宝外甚至还有甲胄兵刃，我要取走什么呢？）
心内語(先頭200)	12017_RequestDlgs_Index0_Text	None	12017	（大白を信じるべきか？）	（我该不该相信大白？）
心内語(先頭200)	12053_RequestDlgs_Index0_Text	None	12053	（この男は明らかに路上で恐喝している。介入すべきか？）	（这人摆明了当街讹诈，是否要插手此事？）
心内語(先頭200)	12054_RequestDlgs_Index0_Text	None	12054	（本当に傍観するのか？）<R>【この任務を拒否すると、再度トリガーすることはできません】</>	（我真的要袖手旁观吗？）<R>【此任务拒绝后无法再次触发】</>
心内語(先頭200)	12085_RequestDlgs_Index0_Text	None	12085	（陳公子は私と道中を共にした。決して別の意図を持つ人物ではない。彼を弁護すべきか？）	（陈公子与我一路同行，绝非另怀心思的人，我是否要替他辩解？）
心内語(先頭200)	12093_FinishingDlgs_Index2_Text	成生	12093	（陳公子が武館を解散したのか？どうりで今日行った時に弟子が一人もいなかったわけだ。）	（陈公子解散了武馆？难怪我今日去时一个弟子都没见到。）
心内語(先頭200)	12202_OptionDlgs1_Index0_Text	None	12202	（しかし、以前灯会をくまなく探しても手がかりはなかった……今、どこへ探しに行けばいいのだろう？）	（不过之前寻遍了灯会都毫无线索……如今要到哪里去寻才好呢？）
心内語(先頭200)	12202_OptionDlgs1_Index1_Text	None	12202	（うーん……以前、姑蘇城の<Y>丘掌柜</>から聞いた話では、灯謎の賞品は楓橋水雲の琴譜だったはず……）	（唔……之前还是听姑苏城的<Y>丘掌柜</>说起，猜灯谜的奖品是枫桥水云琴谱……）
心内語(先頭200)	12202_OptionDlgs1_Index2_Text	None	12202	（まずは彼に情報の出所を尋ねてみよう……）	（先去找他打听一下消息的来源吧……）
心内語(先頭200)	12202_OptionDlgs2_Index0_Text	None	12202	（うーん……以前灯会をくまなく探しても手がかりはなかったし、すぐに見つかるものでもないだろう……）	（唔……之前寻遍了灯会都毫无线索，想来也不是一时就能找到的……）
心内語(先頭200)	12202_OptionDlgs2_Index1_Text	None	12202	（まずは剣心亭へ行って、欧陽姑娘の様子を見てみよう……）	（还是先去剑心亭，看看欧阳姑娘的情况吧……）
心内語(先頭200)	12202_RequestDlgs_Index0_Text	None	12202	（欧陽姑娘が好きなもの……）	（欧阳姑娘喜欢的东西……）
心内語(先頭200)	12202_RequestDlgs_Index1_Text	None	12202	（……私が思いつくのは、あの楓橋水雲の琴譜だけだ……）	（……我能想到的，只有那枫桥水云的琴谱了……）
心内語(先頭200)	12207_FinishingDlgs_Index16_Text	丘掌柜	12207	（しかし、あの行商人は当時、郭大家を知っているとは言っていなかったはず……）	（可我记得那小贩当时并不承认自己认识郭大家……）
心内語(先頭200)	12207_FinishingDlgs_Index17_Text	丘掌柜	12207	（うーん、とにかく、まずは彼に確認してみよう……）	（唔，不管怎么样，还是先找他确认一下……）
心内語(先頭200)	12207_FinishingDlgs_Index18_Text	丘掌柜	12207	（もし本当に知っているのなら、彼に頼んで紹介してもらい、琴譜を手に入れよう……）	（若他当真识得，也好请他帮我引荐一二，求取琴谱了……）
心内語(先頭200)	12231_OptionDlgs1_Index0_Text	None	12231	（……まさか、問責に来たわけではないだろうな？）	（……该不会是来兴师问罪的吧？）
心内語(先頭200)	12235_FinishingDlgs_Index0_Text	None	12235	（姑蘇残客……彼は四大神捕の首座、冷無情だったのか……）	（姑苏残客……原来他是四大神捕之首的冷无情……）
心内語(先頭200)	12236_FinishingDlgs_Index0_Text	None	12236	（姑蘇残客・冷無情……）	（姑苏残客·冷无情……）
心内語(先頭200)	12237_FinishingDlgs_Index4_Text	道玄	12237	（大声で）師叔！	（大声）师叔！
心内語(先頭200)	12242_OptionDlgs2_Index0_Text	None	12242	（六扇門の証拠品を見せる）私は重大な事件で参りました。貴村で最近、何か怪しい人物や出来事はございましたか？	（出示六扇门信物）在下是为一桩要案而来，敢问贵村近来可有什么可疑的人或事？
心内語(先頭200)	12242_OptionDlgs2_Index3_Text	双河村村長	12242	（嘘をついているようには見えない……）	（看起来不像是说谎……）
心内語(先頭200)	12242_RequestDlgs_Index0_Text	None	12242	（今、どうすればよいのだろう？）	（眼下该如何是好呢？）
心内語(先頭200)	12244_OptionDlgs2_Index0_Text	None	12244	（六扇門の証拠品を見せる）私は重大な事件で参りました。貴村で最近、何か怪しい人物や出来事はございましたか？	（出示六扇门信物）在下是为一桩要案而来，敢问贵村近来可有什么可疑的人或事？
心内語(先頭200)	12244_OptionDlgs2_Index6_Text	魚売り	12244	（胡大望……）	
心内語(先頭200)	12244_RequestDlgs_Index0_Text	None	12244	（今、どうすればよいのだろう？）	（眼下该如何是好呢？）
心内語(先頭200)	12246_OptionDlgs1_Index2_Text	胡大望	12246	（うむ……この人は私をひどく拒絶しているようだ？）	（唔……这人似乎很抗拒我？）
心内語(先頭200)	12246_OptionDlgs1_Index3_Text	胡大望	12246	（この人の靴に……桃花の花びらがついているようだ？）	（这人的鞋子上……好像是桃花花瓣？）
心内語(先頭200)	12246_OptionDlgs2_Index0_Text	None	12246	（六扇門の証拠品を見せる）私は重大な事件で参りました。貴村で最近、何か怪しい人物や出来事はございましたか？	（出示六扇门信物）在下是为一桩要案而来，敢问贵村近来可有什么可疑的人或事？
心内語(先頭200)	12246_RequestDlgs_Index0_Text	None	12246	（今、どうすればよいのだろう？）	（眼下该如何是好呢？）
心内語(先頭200)	12248_OptionDlgs1_Index2_Text	老漁師	12248	（居眠りしていたのか……）	（原来你在打瞌睡啊……）
心内語(先頭200)	12248_OptionDlgs1_Index8_Text	老漁師	12248	（村の魚のほとんどは譚城へ売られているのか……）	（村里的鱼大多卖往谭城……）
心内語(先頭200)	12248_OptionDlgs2_Index0_Text	None	12248	（六扇門の証拠品を見せる）私は重大な事件で参りました。貴村で最近、何か怪しい人物や出来事はございましたか？	（出示六扇门信物）在下是为一桩要案而来，敢问贵村近来可有什么可疑的人或事？
心内語(先頭200)	12248_RequestDlgs_Index0_Text	None	12248	（今、どうすればよいのだろう？）	（眼下该如何是好呢？）
心内語(先頭200)	12254_FinishingDlgs_Index0_Text	None	12254	（この双河村は、やはり魚が豊富だと評判なだけある。）	（这双河村不愧是以鱼产丰富著称。）
心内語(先頭200)	12254_FinishingDlgs_Index1_Text	None	12254	（平康でもこれほど大きな魚はあまり見たことがない。）	（就是在平康我也没怎么见过这么大的鱼。）
心内語(先頭200)	12283_RequestDlgs_Index0_Text	None	12283	（事の顛末はだいたい理解できた。彼女たちを助けるべきだろうか？）	（事情始末已经大致了解，是否要帮一帮她们呢？）
心内語(先頭200)	12284_RequestDlgs_Index0_Text	None	12284	（本当に傍観するつもりか？）<R>【この任務を拒否すると、再度発生させることはできません】</>	（真的要袖手旁观吗？）<R>【此任务拒绝后无法再次触发】</>
心内語(先頭200)	12290_FinishingDlgs_Index11_Text	滌罪僧	12290	（大師は欒嬢に、限られた歳月を過去の出来事に囚われて過ごしてほしくないのだな……）	（大师是不想栾姑娘将有限岁月羁留在这前尘旧事当中……）
心内語(先頭200)	12297_RequestDlgs_Index0_Text	None	12297	（孔兄は過去に多くの悪事を働いたかもしれないが、今の彼は純朴で正直で、接してみても悪意は微塵も感じられない。神鷹門の者に彼を殺させてしまうのか？）	（孔大哥过去或许做过不少坏事，可如今的他淳朴耿直，相处之下丝毫不见恶意，难道我要任由神鹰门之人杀了他吗？）
心内語(先頭200)	12326_RequestDlgs_Index4_Text	小狗児	12326	（まさか私がこんなに有名になっていたとは？）	（原来我已经这么出名了吗？）
心内語(先頭200)	12346_OptionDlgs1_Index0_Text	None	12346	（青蘿山へ行く価値はありそうだ。）	（看来值得往青萝山一趟。）
心内語(先頭200)	12347_OptionDlgs1_Index0_Text	None	12347	（青蘿山へ行く価値はありそうだ。）	（看来值得往青萝山一趟。）
心内語(先頭200)	12348_FinishingDlgs_Index19_Text	安員外	12348	（なるほど、丐幇の弟子にはこのような区別があったとは……幸いにもいくらかの金が手に入ったので、無駄足ではなかった。）	（原来丐帮弟子还有这样的分别……好在赚到些钱，倒也不算白跑一趟。）
心内語(先頭200)	12353_FinishingDlgs_Index2_Text	商人	12353	（これらを浄衣礼にするのは、あまり良くないのではないでしょうか？）	（这些拿来做什么净衣礼怕是不太好吧？）
心内語(先頭200)	12361_RequestDlgs_Index11_Text	烏天瘤	12361	（烏天瘤は丐幇浄衣派の第一人者でありながら、汚衣派に対してこれほど不満を抱き、私のような部外者の前で公然と非難するとは。）	（乌天瘤身为丐帮净衣派第一人，对污衣派竟如此不满，更在我这个外人直面前言斥责。）
心内語(先頭200)	12361_RequestDlgs_Index12_Text	烏天瘤	12361	（今の丐幇は、内部の対立が非常に深刻になっていることが伺えます……）	（可见如今的丐帮，内部矛盾已十分尖锐了……）
心内語(先頭200)	12376_RequestDlgs_Index8_Text	左江龍	12376	（傷魂鳥の人傀を作る手口は、あまりにも残忍すぎます……）	（伤魂鸟制作人傀的手法未免有些过于残忍了……）
心内語(先頭200)	12378_OptionDlgs4_Index1_Text	龔進	12378	（龔進長老の言葉によれば、この徐長老は天鳴村で殺害されたはずで、村民の劉玄が目撃者である。まずは彼に尋ねてみようか。）	（依龚进长老所言，这位徐长老应该是在天鸣村遇害的，而村民刘玄则是目击之人，或许我可先去寻他一问。）
心内語(先頭200)	12379_FinishingDlgs_Index14_Text	劉玄	12379	（描写を聞く限り、傷魂鳥はカラスを隠れ蓑にし、徐長老が油断した隙に銀針で彼を刺殺したようだ……）	（听描述，伤魂鸟是以乌鸦作为掩护，在徐长老分神之时以银针将其刺死……）
心内語(先頭200)	12381_FinishingDlgs_Index10_Text	劉玄	12381	（龔進長老は私の前にこの件を調査していた。彼は丐幇の人間なので、もっと多くのことを知っているはずだ。彼に尋ねに戻ってみようか。）	（龚进长老在我之前调查此事，他身为丐帮之人，知道的应该更多一些，或许可回去问问他。）
心内語(先頭200)	12381_FinishingDlgs_Index8_Text	劉玄	12381	（田舎の者がこのような事件に遭遇して報告をためらうのは当然だが、丐幇の長老が数日間行方不明になったのに、誰も調査に来なかったのか？）	（乡野之民遇着这种事情不敢上报倒也正常，可丐帮长老失踪数日，却无人前来调查吗？）
心内語(先頭200)	12381_FinishingDlgs_Index9_Text	劉玄	12381	（しかも徐彦舒の行程に定まったものがなかったのに、傷魂鳥はどのようにして事前にここに待ち伏せできたのだろうか？どうやら丐幇内部に何か裏があるようだ。）	（且徐彦舒的行程并无定数，伤魂鸟是如何能够提前设伏于此呢？看来丐帮内部，另有猫腻。）
心内語(先頭200)	12382_FinishingDlgs_Index3_Text	龔進	12382	（まさか執法長老・李元興とは……）	（竟然是执法长老·李元兴……）
心内語(先頭200)	12405_FinishingDlgs_Index0_Text	None	12405	（……すでに多くの情報を得た。）	（……已经打听到了不少消息。）
心内語(先頭200)	12406_OptionDlgs1_Index0_Text	None	12406	（いわゆる宝剣は英雄に贈られるもの。師兄も普段から剣をよく使うし……）	（所谓宝剑赠英雄，师兄平日里也惯常使剑……）
心内語(先頭200)	12406_OptionDlgs1_Index1_Text	None	12406	（決めた！彼のために使い勝手の良い名剣を探しに行こう……白光剣は非常に鋭いと聞くし、良い選択肢になるはずだ！）	（决定了，就去帮他找一把趁手的好剑吧……听闻白光剑锋利无比，应该会是个不错的选择！）
心内語(先頭200)	12406_OptionDlgs2_Index0_Text	None	12406	（師兄のような端正で雅な人物なら、きっと良いお茶を断らないだろう……）	（师兄如此端方雅正之人，想来不会拒绝一壶好茶……）
心内語(先頭200)	12406_OptionDlgs2_Index1_Text	None	12406	（決めた！彼のために上質な団茶を探しに行こう……花塢茶、双井茶、あるいは陽羨茶も良い選択肢になるはずだ！）	（决定了，就去帮他寻些上好的团茶吧……花坞茶、双井茶或者阳羡茶应该都是不错的选择！）
心内語(先頭200)	12406_OptionDlgs3_Index0_Text	None	12406	（莫棄師兄が断言していたのだから、莫問師兄はその碁盤をとても気に入っているに違いない……）	（莫弃师兄言之凿凿，想来莫问师兄一定很中意那块棋盘……）
心内語(先頭200)	12406_OptionDlgs3_Index1_Text	None	12406	（決めた！彼のために程家村へ碁盤を探しに行こう……確か程家村は武当の<Y>西側</>にあったはずだ……）	（决定了，就去程家村帮他找棋盘吧……如果没记错的话，程家村应该是在武当的<Y>西边</>……）
心内語(先頭200)	12406_RequestDlgs_Index0_Text	None	12406	（しかし、剣、茶、そして碁盤……莫問師兄に贈るお礼の品として、どれが良いのだろうか？）	（不过剑、茶还有棋盘……究竟找那种谢礼送给莫问师兄比较好呢？）
心内語(先頭200)	12409_FinishingDlgs_Index7_Text	陸博梟	12409	（うむ……村中を歩き回ったが、この男だけがここで棋を打っており、かなり棋道に長けているようだ。）	（唔……村子里都走过一遍了，唯有此人在此下棋，看起来颇擅棋道。）
心内語(先頭200)	12409_FinishingDlgs_Index8_Text	陸博梟	12409	（莫問師兄が探しているのは、この男が言っている青玉棋盤だろうな……）	（莫问师兄寻找的，应该就是此人口中的青玉棋盘吧……）
心内語(先頭200)	12416_RequestDlgs_Index6_Text	陸博梟	12416	（状況は少しまずいようだ……次は……）	（形势好像有些不妙……看来接下来得……）
心内語(先頭200)	12437_FinishingDlgs_Index0_Text	None	12437	（あの仮面の怪人に会って以来、大師兄は少し口数が少なくなった。今また一人で山を下りて志願するとは……）	（自从遇到那个面具怪人后，大师兄就变得有些沉默了，如今又独自请命下山……）
心内語(先頭200)	12437_FinishingDlgs_Index1_Text	None	12437	（今暇があるうちに、譚城へ彼の様子を見に行ってみようか？）	（趁现在有空，去谭城看看他的情况吧？）
心内語(先頭200)	12504_RequestDlgs_Index2_Text	冷無情	12504	（冷神捕が雷家村に来たということは、天龍幇と正面から対決することになるだろう。本当に私が巻き込まれてもいいのだろうか？）	（冷神捕前来雷家村恐要正面对上天龙帮，我真的要牵涉其中吗？）
心内語(先頭200)	12509_RequestDlgs_Index1_Text	張文	12509	（何を聞こうか？）	（要问些什么呢？）
心内語(先頭200)	12516_FinishingDlgs_Index5_Text	船老大-雷壮	12516	（この人は全く私と話す気がないようだ……）	（这人似乎完全不想和我交流……）
心内語(先頭200)	12541_FinishingDlgs_Index14_Text	冷無情	12541	（これはもはや単純な寡兵ではないようだ……）	（听起来这已经不是简简单单的敌众我寡了……）
心内語(先頭200)	12601_FinishingDlgs_Index6_Text	丐幇弟子	12601	（カラスに目を突かれる……譚城にこんな奇妙な出来事があるとは。）	（乌鸦啄目……谭城当中竟然会有这种怪事。）
心内語(先頭200)	12612_RequestDlgs_Index0_Text	None	12612	（先ほどの傷魂鳥が歌った歌詞は、烏長老の犯した罪を一つ残らず告発していた……）	（方才伤魂鸟所唱戏词当中，桩桩件件都在控诉乌长老所犯罪行……）
心内語(先頭200)	12615_FinishingDlgs_Index19_Text	李元興	12615	（李執法はこの件についてかなり詳しいようだ……）	（李执法似乎对此事了解颇多……）
心内語(先頭200)	12615_FinishingDlgs_Index20_Text	李元興	12615	（荀杳杳と燕未還……もし復讐のためだとしても、相手の行動はあまりにも派手すぎる。）	（荀杳杳与燕未还……若以报仇来说，对方的行动未免太过张扬了。）
心内語(先頭200)	12615_FinishingDlgs_Index21_Text	李元興	12615	（この件の裏には何か隠された事情があるような気がする。この間に密かに調査してみるのもいいかもしれない……）	（总觉得此事背后另有隐情，或许我可趁着这段时间私下调查一番……）
心内語(先頭200)	12628_FinishingDlgs_Index11_Text	小二	12628	（南渝村……ここからそう遠くない。行き来しても時間はかからないだろう。）	（南渝村……据此不远，往来一行应不会耽误什么。）
心内語(先頭200)	12628_FinishingDlgs_Index6_Text	小二	12628	（この玉伯は、私が後を追っていることに気づいて姿をくらましたに違いない。彼と傷魂鳥の件は十中八九関係がある！）	（这玉伯定是察觉到我在后面找他，这才匿了踪影，他与伤魂鸟之事十有八九有所牵连！）
心内語(先頭200)	12635_FinishingDlgs_Index15_Text	玉伯	12635	（どうやら玉茗班の裏切りが、この二人を常にわだかまりを抱かせているようだ。そして、この心のしこりは、おそらく一生解けないだろう……）	（看来玉茗班的背叛，始终让这两人彼此心怀芥蒂，而这心结，或许一辈子也解不开了……）
心内語(先頭200)	12647_FinishingDlgs_Index11_Text	荀杳杳	12647	（ああ、今となっては、玉伯と傷魂鳥の間には、確かに和解しがたい確執があるようだ……）	（唉，如今看来，玉伯和伤魂鸟之间，的确是难以释怀的仇怨……）
心内語(先頭200)	12715_RequestDlgs_Index0_Text	None	12715	（丐幇の二つの絶学はどちらも世間でも最高峰の武学だ。どちらを選ぶべきか？）	（丐帮两部绝学都是世上最顶级的武学，我该选择哪一部呢？）
心内語(先頭200)	12783_FinishingDlgs_Index8_Text	小娥	12783	（この裴壮士は侠義の心をお持ちで、交友するに値する好漢だ。）	（这位裴壮士颇具侠义心肠，倒是个值得结交的好汉子。）
心内語(先頭200)	12802_FinishingDlgs_Index3_Text	呂仙児	12802	（程家堡……）	
心内語(先頭200)	12824_FinishingDlgs_Index10_Text	小娥	12824	（この小娥殿は裴壮士に非常に心を寄せているようだ。先ほども裴壮士に助けられたのだから、情理を尽くして彼をしっかり診察し、何か後遺症が残らないようにすべきだろう。）	（看来这位小娥姑娘对裴壮士十分上心，适才也得裴壮士相助，于情于理也该好好为他诊治一番，以免当真留下了什么隐患。）
心内語(先頭200)	12826_FinishingDlgs_Index1_Text	千鈞棍-万彪	12826	（眉をひそめて）壮士、お世辞は無用です。先ほどは馬賊の数が多く、もし村人たちと裴壮士の助けがなければ、私が彼らを撃退できたかどうかは分かりません。	（皱眉）壮士无需恭维，适才马匪人多势众，若非有村民和裴壮士相助， 在下未必能将那伙马匪击退。
心内語(先頭200)	12827_FinishingDlgs_Index6_Text	魏必来	12827	（彼は先ほど村人たちを率いて馬賊と戦った。勇敢な男であることは明らかだ。深い武術を教えることはできないが、簡単な外門の功夫なら修練できるだろう。）	（他适才领导村民对抗马匪，可见是个有胆识的好汉子，虽无法传他什么精深武艺，但一些粗浅的外门功夫他还是可以修习的。）
心内語(先頭200)	12828_FinishingDlgs_Index12_Text	吴文華	12828	（焼き入れに使える特別な井戸水……窮山寇の狙いは本当にそれなのだろうか？）	（能用来淬火的特殊井水……穷山寇的目标当真是它吗？）
心内語(先頭200)	12839_FinishingDlgs_Index8_Text	甘泉村村長	12839	（程家堡は以前変事が起こったため、甘泉村を支援するのは難しいでしょう。平陽堡については……）	（程家堡此前生了变故，自是难以前来支援甘泉村，至于平阳堡……）
心内語(先頭200)	12884_FinishingDlgs_Index6_Text	欧陽海	12884	（まさか玄火教が樊城の守備兵まで買収したというのか？いや……玄火教にそこまでの力があるはずがない。もしそうなら、天水地区を狙う必要もないだろう。では、これらの鉱石は一体どこから来たのだ……）	（难道玄火教连樊城守军也可买通吗？不……玄火教不大可能有这种本事，否则便无需觊觎天水地区了，那这些矿石又是从何而来……）
心内語(先頭200)	12906_FinishingDlgs_Index5_Text	陳麟熙	12906	（彼が、あの斬神捕が言っていた、各地で邪説を説いて江湖の者たちを惑わす男なのか？一体何が目的なのだ？）	（他就是当日斩神捕所说的，四处以歪理邪说蛊惑江湖人士的家伙吗？他究竟有什么目的？）
心内語(先頭200)	13050_OptionDlgs2_Index16_Text	滌罪僧	13050	（成仏の説や道門の羽化登仙の説は、結局のところ虚無で曖昧な話です。滌罪大師が立てた大願は、本来、世俗のあらゆるものを捨て去り、身心をこの刀に捧げ、これからはただ罪を断ち業を斬り、衆生を守るために生きるというものです。）	（成佛之说与道门羽化成仙之说终是虚无缥缈之谈，涤罪大师所立宏愿，本意是抛却凡尘种种，将身心许于此刀，从此只为断罪斩业，维护苍生而存。）
心内語(先頭200)	13050_OptionDlgs2_Index17_Text	滌罪僧	13050	（滌罪大師がこの仏門の禁器を背負うことができるのも無理はありません。）	（莫怪涤罪大师能够背负这口佛门禁器。）
心内語(先頭200)	13050_RequestDlgs_Index0_Text	None	13050	（滌罪大師に何を尋ねようか？）	（要向涤罪大师问些什么呢？）
心内語(先頭200)	13051_OptionDlgs2_Index16_Text	滌罪僧	13051	（成仏の説や道門の羽化登仙の説は、結局のところ虚無で曖昧な話です。滌罪大師が立てた大願は、本来、世俗のあらゆるものを捨て去り、身心をこの刀に捧げ、これからはただ罪を断ち業を斬り、衆生を守るために生きるというものです。）	（成佛之说与道门羽化成仙之说终是虚无缥缈之谈，涤罪大师所立宏愿，本意是抛却凡尘种种，将身心许于此刀，从此只为断罪斩业，维护苍生而存。）
心内語(先頭200)	13051_OptionDlgs2_Index17_Text	滌罪僧	13051	（滌罪大師がこの仏門の禁器を背負うことができるのも無理はありません。）	（莫怪涤罪大师能够背负这口佛门禁器。）
心内語(先頭200)	13051_RequestDlgs_Index0_Text	None	13051	（滌罪大師に何を尋ねようか？）	（要向涤罪大师问些什么呢？）
心内語(先頭200)	13216_FinishingDlgs_Index10_Text	楊医師	13216	（遮って）あの、他に用事を思い出しましたので……これで失礼します！	（打断）那个，我想起来还有其它事……就先告辞了！
心内語(先頭200)	13217_FinishingDlgs_Index0_Text	None	13217	（……まさか本当に私の考えすぎだったのか？）	（……难道真是我多心了？）
心内語(先頭200)	13217_FinishingDlgs_Index1_Text	None	13217	（しかし程二爺の人柄からして……どうもこの件はそんなに単純ではない気がする……）	（可是以程二爷的为人……总感觉这事没这么简单……）
心内語(先頭200)	13217_FinishingDlgs_Index2_Text	None	13217	（まずは城で探りを入れて、程家堡に最近何か異常がないか見てみよう。）	（还是先在城里打探下，看看程家堡最近有没有什么异常吧。）
心内語(先頭200)	13221_FinishingDlgs_Index0_Text	None	13221	（この程二爺は相変わらず荒唐無稽だな……）	（这程二爷还是一如既往地荒唐啊……）
心内語(先頭200)	13221_FinishingDlgs_Index1_Text	None	13221	（もしかして彼は実は隠れた持病があり、密かにこの虎狼の薬を調合していたのか？そして人に見つかるのを恐れて、密かに処分したのか？）	（莫非他其实早有隐疾，所以暗中调配这虎狼之药？然后怕被人发现，才会暗中处理？）
心内語(先頭200)	13221_FinishingDlgs_Index2_Text	None	13221	（しかし、こんなもの適当に捨てればいいのに、なぜわざわざ人を雇って牧草地に撒かせたのだろう？）	（可这东西随手一丢不就行了，为何非要雇人撒在草场呢？）
心内語(先頭200)	13221_FinishingDlgs_Index3_Text	None	13221	（うーん……牧草地……薬……そして馬……）	（唔……草场……药……还有马……）
心内語(先頭200)	13221_FinishingDlgs_Index4_Text	None	13221	（この件は疑問点が多いが、手がかりがない……それにこの薬を牧草地に撒いても人に害はないし、本当に程家堡に乗り込んで直接問い詰めるわけにもいかない。今は一時的に諦めるしかないようだ。）	（此事疑点颇多，却毫无头绪……况且这药撒在草场也不伤人，总不好真的跑去程家堡当面质问，看来只能暂且作罢了。）
心内語(先頭200)	13223_OptionDlgs1_Index0_Text	None	13223	（小声で）面白そうですね、試してもいいですか？	（低声）听起来挺有趣的，我能试一试吗？
心内語(先頭200)	13223_OptionDlgs2_Index0_Text	None	13223	（小声で）いえ、もう門派に属していますので。	（低声）不了，我已经有门派了。
心内語(先頭200)	13223_OptionDlgs2_Index3_Text	葛炎	13223	（小声で）ええと、結構です！結構です！	（低声）呃，不必了！不必了！
心内語(先頭200)	13223_RequestDlgs_Index3_Text	葛炎	13223	（小声で）ええと、分かりました。	（低声）呃，好吧。
心内語(先頭200)	13223_RequestDlgs_Index5_Text	葛炎	13223	（小声で）どうすれば入信できますか？	（低声）怎么加入？
心内語(先頭200)	13223_RequestDlgs_Index8_Text	葛炎	13223	（小声で）ほう？どのような試練ですか？	（低声）哦？是什么试炼呢？
心内語(先頭200)	13225_FinishingDlgs_Index2_Text	葛炎	13225	（小声で）待、待ってください！	（低声）等、等等！
心内語(先頭200)	13225_FinishingDlgs_Index3_Text	葛炎	13225	（小声で）私はただ好奇心で試しただけで……げほっ！	（低声）我只是好奇试一试……咳！
心内語(先頭200)	13225_FinishingDlgs_Index4_Text	葛炎	13225	（小声で）他に非常に重要な用事を思い出しましたので、これで失礼します……この件はまた後日ということで！	（低声）我想起来还有些特别重要的事情，就先告辞了……这事还是以后再说吧！
心内語(先頭200)	13298_FinishingDlgs_Index8_Text	程鈺	13298	（宇文師兄……誰かに師兄と呼ばれるのは、これが初めてのような気がする？）	（宇文师兄……这好像还是第一次有人叫我师兄？）
心内語(先頭200)	13511_FinishingDlgs_Index1_Text	王道明	13511	（王砦主は普段、天聡兄に不満があるように見えたが、実は彼をとても気にかけているのだな。）	（王堡主平素看上去对天聪兄十分不满，可其实十分着紧于他呢。）
